entry_offset_bps,exit_offset_bps,allocation_scale,confidence_threshold,fee_bps,train_sortino,train_return,train_max_dd,train_p10,val_sortino,val_return,val_max_dd,val_p10,num_train_windows,num_val_windows
-5,-25,0.75,0.0,0.0,0.8749,0.0192,-0.0305,-0.0586,0.3536,0.0057,-0.0222,-0.0242,551,237
0,-20,0.75,0.0,0.0,0.8955,0.0199,-0.0291,-0.0537,0.3503,0.0056,-0.0222,-0.0243,551,237
-15,25,1.0,0.0,0.0,1.5703,0.0564,-0.0334,-0.0338,1.4877,0.0305,-0.0287,-0.0244,551,237
5,-15,0.75,0.0,0.0,0.8909,0.0198,-0.0291,-0.0538,0.3470,0.0055,-0.0222,-0.0244,551,237
10,-10,0.75,0.0,0.0,0.8862,0.0197,-0.0291,-0.0539,0.3437,0.0054,-0.0222,-0.0245,551,237
15,-5,0.75,0.0,0.0,0.8816,0.0196,-0.0291,-0.0540,0.3404,0.0053,-0.0221,-0.0246,551,237
20,0,0.75,0.0,0.0,0.8769,0.0195,-0.0291,-0.0541,0.3371,0.0052,-0.0221,-0.0247,551,237
-10,-25,0.5,0.0,0.0,0.9037,0.0142,-0.0197,-0.0402,0.1847,0.0021,-0.0147,-0.0247,551,237
0,15,1.5,0.0,0.0,1.4600,0.0731,-0.0532,-0.0634,1.3807,0.0472,-0.0436,-0.0247,551,237
-25,-20,0.5,0.0,0.0,0.9217,0.0137,-0.0182,-0.0320,0.4299,0.0044,-0.0145,-0.0248,551,237
10,20,1.25,0.0,0.0,1.3389,0.0535,-0.0451,-0.0601,1.1608,0.0340,-0.0366,-0.0248,551,237
25,5,0.75,0.0,0.0,0.8748,0.0193,-0.0292,-0.0542,0.3300,0.0051,-0.0222,-0.0249,551,237
20,20,1.0,0.0,0.0,1.1837,0.0360,-0.0371,-0.0583,0.8332,0.0194,-0.0295,-0.0250,551,237
-25,20,0.75,0.0,0.0,1.4299,0.0340,-0.0247,-0.0237,1.3582,0.0212,-0.0214,-0.0251,551,237
-5,-10,1.0,0.0,0.0,1.1164,0.0351,-0.0371,-0.0637,0.7926,0.0182,-0.0292,-0.0254,551,237
15,25,1.25,0.0,0.0,1.3138,0.0521,-0.0452,-0.0616,1.1079,0.0314,-0.0367,-0.0254,551,237
0,-5,1.0,0.0,0.0,1.1550,0.0360,-0.0371,-0.0610,0.8106,0.0188,-0.0292,-0.0255,551,237
25,25,1.0,0.0,0.0,1.1599,0.0351,-0.0372,-0.0595,0.7514,0.0176,-0.0296,-0.0255,551,237
-20,-5,0.75,0.0,0.0,1.2696,0.0319,-0.0265,-0.0411,0.8968,0.0149,-0.0216,-0.0255,551,237
-20,15,1.0,0.0,0.0,1.4809,0.0536,-0.0337,-0.0371,1.4335,0.0295,-0.0286,-0.0256,551,237
5,0,1.0,0.0,0.0,1.1533,0.0359,-0.0371,-0.0611,0.7996,0.0187,-0.0292,-0.0256,551,237
-15,0,0.75,0.0,0.0,1.2592,0.0322,-0.0265,-0.0411,0.8174,0.0148,-0.0215,-0.0256,551,237
-10,5,0.75,0.0,0.0,1.3594,0.0349,-0.0265,-0.0418,1.1305,0.0167,-0.0216,-0.0258,551,237
10,5,1.0,0.0,0.0,1.1516,0.0356,-0.0372,-0.0612,0.7844,0.0184,-0.0293,-0.0258,551,237
-25,-25,0.5,0.0,0.0,0.8611,0.0124,-0.0184,-0.0338,0.3072,0.0031,-0.0146,-0.0259,551,237
5,20,1.5,0.0,0.0,1.4199,0.0697,-0.0533,-0.0643,1.3547,0.0455,-0.0438,-0.0260,551,237
-15,20,1.0,0.0,0.0,1.5151,0.0543,-0.0338,-0.0375,1.3743,0.0286,-0.0287,-0.0261,551,237
15,10,1.0,0.0,0.0,1.1471,0.0353,-0.0373,-0.0618,0.7485,0.0178,-0.0294,-0.0261,551,237
0,-25,0.75,0.0,0.0,0.8117,0.0184,-0.0302,-0.0569,0.1800,0.0033,-0.0231,-0.0261,551,237
-5,0,1.25,0.0,0.0,1.2848,0.0515,-0.0451,-0.0694,1.1069,0.0319,-0.0362,-0.0262,551,237
5,-20,0.75,0.0,0.0,0.8170,0.0183,-0.0302,-0.0570,0.1768,0.0032,-0.0231,-0.0262,551,237
-25,15,0.75,0.0,0.0,1.3756,0.0320,-0.0249,-0.0263,1.2813,0.0196,-0.0214,-0.0262,551,237
10,-15,0.75,0.0,0.0,0.8147,0.0182,-0.0302,-0.0571,0.1736,0.0031,-0.0230,-0.0263,551,237
0,5,1.25,0.0,0.0,1.3294,0.0532,-0.0453,-0.0639,1.1093,0.0328,-0.0363,-0.0264,551,237
15,-10,0.75,0.0,0.0,0.8122,0.0181,-0.0302,-0.0572,0.1704,0.0030,-0.0230,-0.0264,551,237
-5,20,2.0,0.0,0.0,1.5650,0.1044,-0.0691,-0.0771,1.6370,0.0750,-0.0579,-0.0264,551,237
20,-5,0.75,0.0,0.0,0.8096,0.0180,-0.0302,-0.0573,0.1673,0.0029,-0.0230,-0.0265,551,237
25,0,0.75,0.0,0.0,0.8071,0.0179,-0.0302,-0.0573,0.1640,0.0028,-0.0230,-0.0265,551,237
20,15,1.0,0.0,0.0,1.1279,0.0343,-0.0374,-0.0622,0.7196,0.0166,-0.0295,-0.0267,551,237
5,10,1.25,0.0,0.0,1.3195,0.0527,-0.0454,-0.0650,1.1017,0.0320,-0.0365,-0.0268,551,237
10,25,1.5,0.0,0.0,1.4006,0.0674,-0.0535,-0.0660,1.2399,0.0430,-0.0439,-0.0268,551,237
-10,25,1.0,0.0,0.0,1.6237,0.0569,-0.0339,-0.0394,1.6302,0.0330,-0.0288,-0.0269,551,237
-20,-10,0.75,0.0,0.0,1.1758,0.0296,-0.0268,-0.0446,0.7029,0.0128,-0.0217,-0.0273,551,237
-15,-5,0.75,0.0,0.0,1.2327,0.0300,-0.0268,-0.0446,0.6945,0.0127,-0.0216,-0.0274,551,237
-20,10,1.0,0.0,0.0,1.4235,0.0511,-0.0340,-0.0414,1.2946,0.0273,-0.0286,-0.0274,551,237
10,15,1.25,0.0,0.0,1.2906,0.0513,-0.0455,-0.0658,1.0757,0.0305,-0.0366,-0.0275,551,237
-25,10,0.75,0.0,0.0,1.3042,0.0305,-0.0252,-0.0290,1.1741,0.0180,-0.0214,-0.0275,551,237
-10,0,0.75,0.0,0.0,1.2776,0.0327,-0.0268,-0.0452,0.9634,0.0145,-0.0216,-0.0275,551,237
25,20,1.0,0.0,0.0,1.0835,0.0331,-0.0375,-0.0626,0.6609,0.0155,-0.0296,-0.0276,551,237
-15,15,1.0,0.0,0.0,1.4792,0.0520,-0.0341,-0.0418,1.2638,0.0267,-0.0287,-0.0278,551,237
-5,5,1.5,0.0,0.0,1.3747,0.0662,-0.0535,-0.0776,1.2691,0.0438,-0.0434,-0.0278,551,237
-20,25,1.25,0.0,0.0,1.5804,0.0725,-0.0412,-0.0382,1.6413,0.0430,-0.0358,-0.0279,551,237
5,-25,0.75,0.0,0.0,0.7488,0.0163,-0.0313,-0.0604,0.0639,0.0005,-0.0246,-0.0280,551,237
10,-20,0.75,0.0,0.0,0.7348,0.0162,-0.0313,-0.0605,0.0608,0.0004,-0.0246,-0.0280,551,237
-5,-15,1.0,0.0,0.0,1.0380,0.0320,-0.0381,-0.0683,0.6199,0.0142,-0.0293,-0.0281,551,237
15,-15,0.75,0.0,0.0,0.7306,0.0161,-0.0313,-0.0606,0.0556,0.0004,-0.0246,-0.0281,551,237
0,25,2.0,0.0,0.0,1.5721,0.1054,-0.0693,-0.0700,1.5221,0.0707,-0.0581,-0.0281,551,237
0,-10,1.0,0.0,0.0,1.0750,0.0332,-0.0376,-0.0646,0.6573,0.0149,-0.0293,-0.0282,551,237
20,-10,0.75,0.0,0.0,0.7264,0.0161,-0.0313,-0.0607,0.0495,0.0003,-0.0246,-0.0282,551,237
25,-5,0.75,0.0,0.0,0.7221,0.0160,-0.0312,-0.0607,0.0435,0.0002,-0.0246,-0.0283,551,237
0,10,1.5,0.0,0.0,1.4044,0.0694,-0.0537,-0.0702,1.2740,0.0429,-0.0436,-0.0283,551,237
5,-5,1.0,0.0,0.0,1.0812,0.0331,-0.0376,-0.0647,0.6508,0.0147,-0.0293,-0.0283,551,237
10,0,1.0,0.0,0.0,1.0784,0.0329,-0.0376,-0.0648,0.6369,0.0146,-0.0293,-0.0284,551,237
15,20,1.25,0.0,0.0,1.2480,0.0485,-0.0457,-0.0665,1.0170,0.0291,-0.0367,-0.0286,551,237
-10,20,1.0,0.0,0.0,1.5647,0.0547,-0.0343,-0.0431,1.5031,0.0311,-0.0288,-0.0286,551,237
15,5,1.0,0.0,0.0,1.0682,0.0327,-0.0377,-0.0650,0.6304,0.0145,-0.0294,-0.0286,551,237
20,10,1.0,0.0,0.0,1.0581,0.0323,-0.0378,-0.0655,0.5937,0.0138,-0.0295,-0.0289,551,237
-25,5,0.75,0.0,0.0,1.2350,0.0292,-0.0255,-0.0314,1.0423,0.0161,-0.0214,-0.0291,551,237
20,25,1.25,0.0,0.0,1.2318,0.0475,-0.0458,-0.0680,0.9109,0.0265,-0.0369,-0.0292,551,237
-20,-15,0.75,0.0,0.0,1.1128,0.0274,-0.0272,-0.0477,0.5659,0.0105,-0.0217,-0.0292,551,237
5,15,1.5,0.0,0.0,1.3788,0.0670,-0.0539,-0.0711,1.2111,0.0419,-0.0438,-0.0292,551,237
-15,-10,0.75,0.0,0.0,1.1446,0.0276,-0.0272,-0.0478,0.5655,0.0104,-0.0217,-0.0293,551,237
-10,-5,0.75,0.0,0.0,1.2605,0.0301,-0.0272,-0.0479,0.7955,0.0124,-0.0217,-0.0293,551,237
-5,-5,1.25,0.0,0.0,1.2236,0.0473,-0.0457,-0.0738,0.9451,0.0270,-0.0363,-0.0294,551,237
25,15,1.0,0.0,0.0,1.0327,0.0312,-0.0379,-0.0659,0.5629,0.0127,-0.0296,-0.0295,551,237
0,0,1.25,0.0,0.0,1.2530,0.0491,-0.0457,-0.0699,0.9828,0.0280,-0.0363,-0.0296,551,237
-20,5,1.0,0.0,0.0,1.3507,0.0479,-0.0344,-0.0454,1.1731,0.0247,-0.0286,-0.0297,551,237
10,-25,0.75,0.0,0.0,0.6466,0.0150,-0.0324,-0.0639,-0.0843,-0.0022,-0.0262,-0.0298,551,237
-5,15,2.0,0.0,0.0,1.5077,0.1007,-0.0698,-0.0860,1.5010,0.0692,-0.0579,-0.0298,551,237
5,5,1.25,0.0,0.0,1.2464,0.0486,-0.0458,-0.0701,0.9673,0.0278,-0.0365,-0.0299,551,237
15,-20,0.75,0.0,0.0,0.6424,0.0149,-0.0324,-0.0640,-0.0899,-0.0023,-0.0261,-0.0299,551,237
-15,10,1.0,0.0,0.0,1.4048,0.0494,-0.0345,-0.0461,1.1397,0.0245,-0.0287,-0.0299,551,237
20,-15,0.75,0.0,0.0,0.6382,0.0148,-0.0323,-0.0641,-0.0954,-0.0024,-0.0261,-0.0300,551,237
25,-10,0.75,0.0,0.0,0.6341,0.0147,-0.0323,-0.0642,-0.1008,-0.0025,-0.0261,-0.0301,551,237
10,10,1.25,0.0,0.0,1.2366,0.0481,-0.0460,-0.0712,0.9309,0.0269,-0.0366,-0.0302,551,237
10,20,1.5,0.0,0.0,1.3423,0.0641,-0.0540,-0.0719,1.1582,0.0405,-0.0439,-0.0305,551,237
-5,-20,1.0,0.0,0.0,0.9542,0.0285,-0.0393,-0.0730,0.4932,0.0103,-0.0294,-0.0305,551,237
-20,20,1.25,0.0,0.0,1.5224,0.0698,-0.0416,-0.0425,1.5574,0.0395,-0.0358,-0.0305,551,237
-10,15,1.0,0.0,0.0,1.5143,0.0525,-0.0346,-0.0474,1.3601,0.0282,-0.0288,-0.0305,551,237
0,-15,1.0,0.0,0.0,0.9908,0.0300,-0.0381,-0.0682,0.4901,0.0111,-0.0294,-0.0306,551,237
-25,0,0.75,0.0,0.0,1.1626,0.0277,-0.0257,-0.0348,0.9023,0.0141,-0.0214,-0.0306,551,237
5,-10,1.0,0.0,0.0,0.9983,0.0299,-0.0381,-0.0683,0.4870,0.0109,-0.0294,-0.0307,551,237
10,-5,1.0,0.0,0.0,0.9937,0.0298,-0.0380,-0.0684,0.4840,0.0108,-0.0294,-0.0309,551,237
15,15,1.25,0.0,0.0,1.2118,0.0463,-0.0461,-0.0719,0.8827,0.0255,-0.0367,-0.0309,551,237
15,0,1.0,0.0,0.0,0.9890,0.0296,-0.0380,-0.0685,0.4808,0.0107,-0.0294,-0.0310,551,237
-20,-20,0.75,0.0,0.0,1.0281,0.0253,-0.0276,-0.0503,0.4513,0.0082,-0.0218,-0.0311,551,237
-15,25,1.25,0.0,0.0,1.5712,0.0705,-0.0417,-0.0422,1.4848,0.0379,-0.0359,-0.0311,551,237
-15,-15,0.75,0.0,0.0,1.0511,0.0257,-0.0275,-0.0504,0.4488,0.0081,-0.0218,-0.0312,551,237
15,25,1.5,0.0,0.0,1.3146,0.0624,-0.0542,-0.0737,1.1100,0.0375,-0.0441,-0.0312,551,237
20,5,1.0,0.0,0.0,0.9782,0.0292,-0.0381,-0.0687,0.4738,0.0105,-0.0295,-0.0312,551,237
-10,-10,0.75,0.0,0.0,1.1497,0.0278,-0.0275,-0.0505,0.6020,0.0103,-0.0218,-0.0312,551,237
25,10,1.0,0.0,0.0,0.9673,0.0289,-0.0382,-0.0692,0.4669,0.0098,-0.0296,-0.0315,551,237
0,20,2.0,0.0,0.0,1.5164,0.1010,-0.0700,-0.0755,1.4463,0.0667,-0.0581,-0.0315,551,237
15,-25,0.75,0.0,0.0,0.5567,0.0120,-0.0334,-0.0674,-0.2637,-0.0048,-0.0277,-0.0317,551,237
20,-20,0.75,0.0,0.0,0.5523,0.0119,-0.0334,-0.0675,-0.2685,-0.0048,-0.0277,-0.0318,551,237
25,-15,0.75,0.0,0.0,0.5480,0.0118,-0.0334,-0.0675,-0.2739,-0.0049,-0.0277,-0.0318,551,237
-20,0,1.0,0.0,0.0,1.2991,0.0454,-0.0347,-0.0500,0.9905,0.0222,-0.0286,-0.0320,551,237
20,20,1.25,0.0,0.0,1.1816,0.0450,-0.0463,-0.0726,0.8353,0.0240,-0.0369,-0.0320,551,237
-5,0,1.5,0.0,0.0,1.2896,0.0615,-0.0541,-0.0838,1.1044,0.0381,-0.0434,-0.0320,551,237
-15,5,1.0,0.0,0.0,1.3392,0.0461,-0.0349,-0.0500,0.9852,0.0219,-0.0287,-0.0322,551,237
0,5,1.5,0.0,0.0,1.3348,0.0638,-0.0542,-0.0764,1.1114,0.0390,-0.0436,-0.0323,551,237
-25,-5,0.75,0.0,0.0,1.1646,0.0254,-0.0261,-0.0383,0.8193,0.0121,-0.0215,-0.0323,551,237
-25,25,1.0,0.0,0.0,1.4771,0.0469,-0.0325,-0.0284,1.4472,0.0297,-0.0285,-0.0323,551,237
-5,-10,1.25,0.0,0.0,1.1194,0.0436,-0.0463,-0.0792,0.7918,0.0225,-0.0365,-0.0324,551,237
-10,10,1.0,0.0,0.0,1.4529,0.0499,-0.0350,-0.0517,1.2185,0.0254,-0.0288,-0.0325,551,237
0,-5,1.25,0.0,0.0,1.1582,0.0450,-0.0463,-0.0759,0.8127,0.0232,-0.0365,-0.0326,551,237
-20,15,1.25,0.0,0.0,1.4807,0.0672,-0.0420,-0.0466,1.4306,0.0365,-0.0358,-0.0326,551,237
25,25,1.25,0.0,0.0,1.1648,0.0439,-0.0464,-0.0740,0.7484,0.0218,-0.0370,-0.0326,551,237
5,0,1.25,0.0,0.0,1.1552,0.0448,-0.0463,-0.0761,0.7988,0.0230,-0.0365,-0.0327,551,237
5,10,1.5,0.0,0.0,1.3254,0.0632,-0.0544,-0.0778,1.1038,0.0382,-0.0438,-0.0328,551,237
-5,-25,1.0,0.0,0.0,0.8804,0.0255,-0.0405,-0.0776,0.3515,0.0071,-0.0296,-0.0329,551,237
0,-20,1.0,0.0,0.0,0.8978,0.0265,-0.0388,-0.0717,0.3482,0.0070,-0.0296,-0.0330,551,237
10,5,1.25,0.0,0.0,1.1495,0.0445,-0.0464,-0.0763,0.7836,0.0226,-0.0366,-0.0330,551,237
5,-15,1.0,0.0,0.0,0.8931,0.0263,-0.0387,-0.0719,0.3449,0.0069,-0.0296,-0.0331,551,237
-20,-25,0.75,0.0,0.0,0.9435,0.0228,-0.0279,-0.0529,0.3258,0.0060,-0.0219,-0.0332,551,237
10,-10,1.0,0.0,0.0,0.8884,0.0262,-0.0387,-0.0720,0.3416,0.0068,-0.0295,-0.0332,551,237
-15,20,1.25,0.0,0.0,1.5199,0.0678,-0.0422,-0.0471,1.3715,0.0353,-0.0359,-0.0332,551,237
5,25,2.0,0.0,0.0,1.4801,0.0978,-0.0702,-0.0777,1.3849,0.0641,-0.0583,-0.0332,551,237
-15,-20,0.75,0.0,0.0,0.9745,0.0237,-0.0279,-0.0530,0.3199,0.0059,-0.0219,-0.0332,551,237
-10,-15,0.75,0.0,0.0,1.0681,0.0259,-0.0279,-0.0531,0.4330,0.0079,-0.0219,-0.0333,551,237
15,-5,1.0,0.0,0.0,0.8838,0.0261,-0.0387,-0.0721,0.3383,0.0067,-0.0295,-0.0333,551,237
15,10,1.25,0.0,0.0,1.1513,0.0442,-0.0466,-0.0775,0.7476,0.0220,-0.0367,-0.0334,551,237
20,0,1.0,0.0,0.0,0.8796,0.0259,-0.0387,-0.0722,0.3350,0.0065,-0.0295,-0.0334,551,237
10,15,1.5,0.0,0.0,1.2887,0.0615,-0.0546,-0.0787,1.0746,0.0364,-0.0439,-0.0337,551,237
-5,10,2.0,0.0,0.0,1.4424,0.0952,-0.0705,-0.0948,1.4018,0.0639,-0.0579,-0.0337,551,237
25,5,1.0,0.0,0.0,0.8726,0.0257,-0.0388,-0.0723,0.3279,0.0063,-0.0296,-0.0337,551,237
20,-25,0.75,0.0,0.0,0.4659,0.0095,-0.0345,-0.0709,-0.3666,-0.0078,-0.0279,-0.0339,551,237
-25,20,1.0,0.0,0.0,1.4320,0.0449,-0.0328,-0.0318,1.3578,0.0281,-0.0285,-0.0340,551,237
-25,-10,0.75,0.0,0.0,1.0914,0.0236,-0.0265,-0.0418,0.6768,0.0102,-0.0216,-0.0340,551,237
25,-20,0.75,0.0,0.0,0.4607,0.0094,-0.0345,-0.0709,-0.3696,-0.0079,-0.0279,-0.0340,551,237
20,15,1.25,0.0,0.0,1.1331,0.0427,-0.0467,-0.0781,0.7197,0.0206,-0.0369,-0.0341,551,237
-10,25,1.25,0.0,0.0,1.6314,0.0712,-0.0423,-0.0492,1.6268,0.0412,-0.0360,-0.0342,551,237
-20,25,1.5,0.0,0.0,1.5861,0.0871,-0.0493,-0.0459,1.6365,0.0513,-0.0429,-0.0343,551,237
-20,-5,1.0,0.0,0.0,1.2687,0.0425,-0.0352,-0.0546,0.8945,0.0195,-0.0287,-0.0345,551,237
-15,0,1.0,0.0,0.0,1.2638,0.0429,-0.0352,-0.0546,0.8153,0.0194,-0.0287,-0.0346,551,237
-10,5,1.0,0.0,0.0,1.3650,0.0464,-0.0353,-0.0556,1.1303,0.0221,-0.0288,-0.0349,551,237
0,15,2.0,0.0,0.0,1.4688,0.0971,-0.0707,-0.0843,1.3712,0.0625,-0.0581,-0.0349,551,237
15,20,1.5,0.0,0.0,1.2530,0.0583,-0.0547,-0.0795,1.0151,0.0347,-0.0441,-0.0349,551,237
-20,10,1.25,0.0,0.0,1.4276,0.0639,-0.0425,-0.0517,1.2919,0.0337,-0.0358,-0.0349,551,237
25,20,1.25,0.0,0.0,1.0886,0.0411,-0.0468,-0.0785,0.6589,0.0192,-0.0370,-0.0352,551,237
-15,-25,0.75,0.0,0.0,0.8815,0.0217,-0.0287,-0.0557,0.2182,0.0036,-0.0220,-0.0353,551,237
0,-25,1.0,0.0,0.0,0.8161,0.0242,-0.0402,-0.0754,0.1780,0.0037,-0.0308,-0.0353,551,237
-15,15,1.25,0.0,0.0,1.4864,0.0650,-0.0426,-0.0522,1.2633,0.0329,-0.0359,-0.0353,551,237
-10,-20,0.75,0.0,0.0,0.9804,0.0236,-0.0287,-0.0563,0.2641,0.0054,-0.0220,-0.0354,551,237
-25,15,1.0,0.0,0.0,1.3803,0.0428,-0.0332,-0.0352,1.2809,0.0261,-0.0285,-0.0354,551,237
5,-20,1.0,0.0,0.0,0.8219,0.0241,-0.0402,-0.0755,0.1749,0.0036,-0.0308,-0.0354,551,237
10,-15,1.0,0.0,0.0,0.8203,0.0240,-0.0402,-0.0756,0.1717,0.0035,-0.0308,-0.0356,551,237
20,25,1.5,0.0,0.0,1.2367,0.0568,-0.0549,-0.0813,0.9091,0.0316,-0.0443,-0.0356,551,237
15,-10,1.0,0.0,0.0,0.8186,0.0239,-0.0402,-0.0757,0.1684,0.0034,-0.0307,-0.0357,551,237
-25,-15,0.75,0.0,0.0,1.0166,0.0218,-0.0268,-0.0453,0.5494,0.0083,-0.0217,-0.0357,551,237
-5,-15,1.25,0.0,0.0,1.0411,0.0397,-0.0476,-0.0849,0.6191,0.0174,-0.0367,-0.0358,551,237
20,-5,1.0,0.0,0.0,0.8160,0.0237,-0.0401,-0.0758,0.1652,0.0033,-0.0307,-0.0358,551,237
25,0,1.0,0.0,0.0,0.8135,0.0236,-0.0401,-0.0759,0.1620,0.0031,-0.0307,-0.0359,551,237
0,-10,1.25,0.0,0.0,1.0788,0.0415,-0.0469,-0.0810,0.6545,0.0184,-0.0366,-0.0359,551,237
5,-5,1.25,0.0,0.0,1.0796,0.0413,-0.0469,-0.0812,0.6480,0.0182,-0.0366,-0.0361,551,237
25,-25,0.75,0.0,0.0,0.3725,0.0075,-0.0356,-0.0743,-0.4961,-0.0107,-0.0281,-0.0361,551,237
-5,-5,1.5,0.0,0.0,1.2280,0.0566,-0.0548,-0.0891,0.9443,0.0322,-0.0436,-0.0362,551,237
10,0,1.25,0.0,0.0,1.0780,0.0411,-0.0469,-0.0813,0.6341,0.0180,-0.0366,-0.0362,551,237
-10,20,1.25,0.0,0.0,1.5724,0.0684,-0.0428,-0.0538,1.5002,0.0387,-0.0360,-0.0363,551,237
0,0,1.5,0.0,0.0,1.2534,0.0586,-0.0548,-0.0836,0.9819,0.0333,-0.0436,-0.0364,551,237
15,5,1.25,0.0,0.0,1.0743,0.0408,-0.0470,-0.0815,0.6276,0.0179,-0.0367,-0.0365,551,237
5,20,2.0,0.0,0.0,1.4286,0.0931,-0.0709,-0.0855,1.3454,0.0602,-0.0583,-0.0366,551,237
5,5,1.5,0.0,0.0,1.2472,0.0580,-0.0549,-0.0840,0.9664,0.0331,-0.0438,-0.0367,551,237
20,10,1.25,0.0,0.0,1.0631,0.0403,-0.0471,-0.0822,0.5910,0.0171,-0.0369,-0.0368,551,237
-20,-10,1.0,0.0,0.0,1.1801,0.0395,-0.0357,-0.0592,0.7009,0.0168,-0.0289,-0.0369,551,237
-15,-5,1.0,0.0,0.0,1.2370,0.0399,-0.0357,-0.0592,0.6925,0.0167,-0.0289,-0.0370,551,237
10,10,1.5,0.0,0.0,1.2372,0.0574,-0.0551,-0.0853,0.9300,0.0320,-0.0439,-0.0371,551,237
-25,10,1.0,0.0,0.0,1.3087,0.0408,-0.0336,-0.0388,1.1715,0.0239,-0.0285,-0.0371,551,237
-10,0,1.0,0.0,0.0,1.2755,0.0435,-0.0357,-0.0601,0.9610,0.0189,-0.0288,-0.0371,551,237
-10,-25,0.75,0.0,0.0,0.9102,0.0211,-0.0296,-0.0598,0.1874,0.0031,-0.0221,-0.0372,551,237
-25,-20,0.75,0.0,0.0,0.9241,0.0205,-0.0272,-0.0483,0.4292,0.0064,-0.0218,-0.0374,551,237
-20,20,1.5,0.0,0.0,1.5273,0.0840,-0.0499,-0.0516,1.5544,0.0473,-0.0429,-0.0374,551,237
25,15,1.25,0.0,0.0,1.0375,0.0390,-0.0473,-0.0826,0.5621,0.0157,-0.0370,-0.0376,551,237
-20,5,1.25,0.0,0.0,1.3552,0.0599,-0.0429,-0.0566,1.1704,0.0305,-0.0358,-0.0377,551,237
5,-25,1.0,0.0,0.0,0.7545,0.0217,-0.0416,-0.0799,0.0622,0.0003,-0.0328,-0.0378,551,237
10,-20,1.0,0.0,0.0,0.7404,0.0216,-0.0416,-0.0800,0.0591,0.0002,-0.0328,-0.0379,551,237
15,15,1.5,0.0,0.0,1.2168,0.0557,-0.0553,-0.0861,0.8809,0.0304,-0.0441,-0.0380,551,237
15,-15,1.0,0.0,0.0,0.7361,0.0214,-0.0416,-0.0801,0.0539,0.0001,-0.0328,-0.0380,551,237
-15,10,1.25,0.0,0.0,1.4096,0.0617,-0.0431,-0.0575,1.1372,0.0301,-0.0359,-0.0380,551,237
20,-10,1.0,0.0,0.0,0.7318,0.0213,-0.0416,-0.0802,0.0478,-0.0000,-0.0328,-0.0381,551,237
-15,25,1.5,0.0,0.0,1.5746,0.0846,-0.0500,-0.0507,1.4818,0.0453,-0.0431,-0.0381,551,237
25,-5,1.0,0.0,0.0,0.7279,0.0212,-0.0416,-0.0803,0.0417,-0.0001,-0.0328,-0.0382,551,237
10,25,2.0,0.0,0.0,1.4037,0.0893,-0.0711,-0.0878,1.2345,0.0560,-0.0586,-0.0383,551,237
-10,15,1.25,0.0,0.0,1.5189,0.0656,-0.0432,-0.0591,1.3573,0.0352,-0.0360,-0.0388,551,237
-5,-20,1.25,0.0,0.0,0.9562,0.0353,-0.0490,-0.0906,0.4931,0.0127,-0.0368,-0.0388,551,237
-5,5,2.0,0.0,0.0,1.3854,0.0885,-0.0712,-0.1030,1.2673,0.0577,-0.0579,-0.0389,551,237
0,-15,1.25,0.0,0.0,0.9976,0.0373,-0.0475,-0.0854,0.4899,0.0136,-0.0368,-0.0390,551,237
-25,-25,0.75,0.0,0.0,0.8657,0.0186,-0.0276,-0.0509,0.3064,0.0045,-0.0218,-0.0390,551,237
5,-10,1.25,0.0,0.0,0.9997,0.0371,-0.0475,-0.0856,0.4868,0.0134,-0.0368,-0.0391,551,237
-25,5,1.0,0.0,0.0,1.2378,0.0390,-0.0339,-0.0420,1.0399,0.0214,-0.0285,-0.0392,551,237
20,20,1.5,0.0,0.0,1.1857,0.0538,-0.0554,-0.0867,0.8374,0.0285,-0.0443,-0.0392,551,237
10,-5,1.25,0.0,0.0,0.9951,0.0369,-0.0475,-0.0857,0.4837,0.0133,-0.0368,-0.0393,551,237
-20,-15,1.0,0.0,0.0,1.1167,0.0364,-0.0362,-0.0637,0.5626,0.0139,-0.0290,-0.0393,551,237
15,0,1.25,0.0,0.0,0.9904,0.0368,-0.0474,-0.0858,0.4806,0.0131,-0.0367,-0.0394,551,237
-15,-10,1.0,0.0,0.0,1.1494,0.0368,-0.0362,-0.0637,0.5622,0.0137,-0.0290,-0.0394,551,237
-10,-5,1.0,0.0,0.0,1.2574,0.0402,-0.0362,-0.0641,0.7934,0.0161,-0.0290,-0.0395,551,237
0,10,2.0,0.0,0.0,1.4138,0.0921,-0.0714,-0.0932,1.2685,0.0568,-0.0581,-0.0395,551,237
20,5,1.25,0.0,0.0,0.9795,0.0365,-0.0476,-0.0860,0.4736,0.0129,-0.0369,-0.0397,551,237
-5,-10,1.5,0.0,0.0,1.1237,0.0523,-0.0555,-0.0945,0.7909,0.0266,-0.0438,-0.0398,551,237
-20,15,1.5,0.0,0.0,1.4829,0.0809,-0.0504,-0.0570,1.4277,0.0435,-0.0429,-0.0399,551,237
25,25,1.5,0.0,0.0,1.1633,0.0526,-0.0556,-0.0885,0.7453,0.0256,-0.0444,-0.0400,551,237
0,-5,1.5,0.0,0.0,1.1624,0.0540,-0.0555,-0.0907,0.8118,0.0275,-0.0438,-0.0400,551,237
25,10,1.25,0.0,0.0,0.9687,0.0361,-0.0477,-0.0867,0.4654,0.0119,-0.0370,-0.0400,551,237
5,0,1.5,0.0,0.0,1.1593,0.0538,-0.0554,-0.0908,0.7979,0.0273,-0.0438,-0.0402,551,237
