dip_pct,profit_target_pct,stop_loss_pct,max_positions,max_hold_days,lookback_days,sma_filter_period,trailing_stop_pct,total_return,total_return_pct,sortino,sharpe,max_drawdown,max_drawdown_pct,n_days,final_equity,mean_daily_return,win_rate,n_trades
0.12,0.15,0.15,3,7,20,50,0.03,-0.004043786236111009,-0.4043786236111009,-0.522418793245246,-0.8410558911132212,-0.013562495052043667,-1.3562495052043666,30,9959.56213763889,-0.00013498834758993614,60.0,10
0.12,0.07,0.08,7,7,20,50,0.03,-0.004043786236111009,-0.4043786236111009,-0.522418793245246,-0.8410558911132212,-0.013562495052043667,-1.3562495052043666,30,9959.56213763889,-0.00013498834758993614,60.0,10
0.12,0.15,0.06,3,7,20,50,0.03,-0.004043786236111009,-0.4043786236111009,-0.522418793245246,-0.8410558911132212,-0.013562495052043667,-1.3562495052043666,30,9959.56213763889,-0.00013498834758993614,60.0,10
0.1,0.07,0.08,7,7,20,50,0.03,-0.006550526449930294,-0.6550526449930294,-0.669791880856295,-0.8506249737108398,-0.028320686117398606,-2.8320686117398606,30,9934.494735500697,-0.00021490607787716173,28.57142857142857,14
0.1,0.1,0.08,7,7,10,50,0.05,-0.007760373206933582,-0.7760373206933582,-0.7598024111345788,-1.0809198965783795,-0.02541253613125742,-2.541253613125742,30,9922.396267930664,-0.0002581440652154344,40.0,10
0.1,0.15,0.08,3,7,10,50,0.05,-0.007760373206933582,-0.7760373206933582,-0.7598024111345788,-1.0809198965783795,-0.02541253613125742,-2.541253613125742,30,9922.396267930664,-0.0002581440652154344,40.0,10
0.15,0.15,0.15,7,7,10,10,0.03,-0.007534837198648589,-0.7534837198648588,-0.9047914324102423,-0.6452747195535903,-0.04408110472943971,-4.408110472943971,30,9910.957178076795,-0.00023629814832000772,52.94117647058824,34
0.2,0.1,0.15,5,7,10,20,0.0,-0.013474025974025972,-1.3474025974025972,-0.918977840661004,-1.1410842619457533,-0.04075654070589206,-4.075654070589206,30,9865.25974025974,-0.00044042969545979375,50.0,4
0.2,0.1,0.15,7,7,10,20,0.0,-0.013474025974025972,-1.3474025974025972,-0.918977840661004,-1.1410842619457533,-0.04075654070589206,-4.075654070589206,30,9865.25974025974,-0.00044042969545979375,50.0,4
0.1,0.15,0.06,7,14,20,50,0.05,-0.010581463814972448,-1.0581463814972447,-1.059060981827988,-1.4955289391927513,-0.022223449463101678,-2.2223449463101677,30,9894.185361850276,-0.00035634025242774897,42.857142857142854,14
0.1,0.15,0.1,7,7,20,50,0.05,-0.013978755222576364,-1.3978755222576364,-1.4162133297124608,-2.0034666014058,-0.024714893354166163,-2.4714893354166163,30,9860.212447774236,-0.0004749963337623248,42.857142857142854,14
0.12,0.15,0.08,3,14,10,50,0.05,-0.011574942975154044,-1.1574942975154043,-1.417413619663981,-2.905437666936869,-0.016643794349979906,-1.6643794349979906,30,9884.25057024846,-0.0003979321358054453,50.0,8
0.12,0.15,0.06,5,14,20,50,0.0,-0.012060201274218344,-1.2060201274218343,-1.441752678474163,-1.5024831629136335,-0.024574842527045074,-2.4574842527045075,30,9879.397987257817,-0.00040502299927198563,0.0,6
0.12,0.07,0.15,3,7,10,20,0.0,-0.03795080716127031,-3.7950807161270315,-1.6682686562534799,-0.978611686661725,-0.108077101025101,-10.8077101025101,30,9620.491928387297,-0.001101774928841631,50.0,26
0.12,0.07,0.06,5,7,20,50,0.05,-0.014061250013944846,-1.4061250013944846,-1.747544965485441,-2.2845093318896823,-0.016643794349979906,-1.6643794349979906,30,9859.387499860552,-0.0004801192234696463,40.0,10
0.1,0.1,0.08,7,7,20,50,0.05,-0.02082818263062254,-2.0828182630622543,-2.1354490990930612,-2.8626741441998025,-0.027231194321656934,-2.7231194321656935,30,9791.718173693775,-0.0007141159608741129,42.857142857142854,14
0.2,0.1,0.06,5,14,10,20,0.05,-0.0036200128492950173,-0.36200128492950173,-2.3502914673905417,-2.8675194120378946,-0.004359650663678258,-0.4359650663678258,30,9963.79987150705,-0.00012470124975005764,50.0,4
