checkpoint,universe,period,return_pct,annualized_pct,sortino,max_dd_pct,num_trades,win_rate,avg_hold
autoresearch_daily_combos/tp05_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,59.13,558.03,6.121,21.11,56,58.9,1.6
autoresearch_daily_combos/tp05_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,28.68,115.35,2.369,38.06,77,57.1,1.6
autoresearch_daily_combos/tp05_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,4.25,8.8,0.743,64.63,118,55.1,1.5
autoresearch_daily_combos/tp05_g995,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-1.6,-17.8,0.056,18.35,13,53.8,2.3
autoresearch_daily_combos/tp05_g995,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-6.84,-35.03,-0.087,19.94,28,53.6,2.1
autoresearch_daily_combos/tp05_g995,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-11.79,-39.87,-0.439,32.7,46,47.8,2.0
autoresearch_daily_combos/tp05_g995,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-9.72,-26.74,-0.047,25.22,72,50.0,1.7
autoresearch_daily_combos/tp05_g995,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-48.53,-73.99,-1.868,61.19,110,44.5,1.6
autoresearch_daily_combos/tp05_h256,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,15.51,477.76,3.518,25.82,19,63.2,1.6
autoresearch_daily_combos/tp05_h256,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,54.02,1283.97,5.561,25.82,33,60.6,1.8
autoresearch_daily_combos/tp05_h256,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,82.42,1045.06,6.254,21.04,54,59.3,1.7
autoresearch_daily_combos/tp05_h256,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,29.04,117.17,2.06,33.37,69,55.1,1.7
autoresearch_daily_combos/tp05_h256,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,8.99,19.07,0.886,51.55,103,54.4,1.7
autoresearch_daily_combos/tp05_h512,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-0.22,-2.64,0.429,22.23,16,62.5,1.9
autoresearch_daily_combos/tp05_h512,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,5.09,35.22,1.098,24.53,32,53.1,1.9
autoresearch_daily_combos/tp05_h512,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,10.5,49.9,1.289,27.48,53,62.3,1.7
autoresearch_daily_combos/tp05_h512,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-2.56,-7.59,0.377,27.97,75,60.0,1.6
autoresearch_daily_combos/tp05_h512,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,14.11,30.7,1.068,27.97,104,54.8,1.7
autoresearch_daily_combos/tp05_s123,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-12.47,-80.23,-2.491,21.77,21,57.1,1.4
autoresearch_daily_combos/tp05_s123,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-0.39,-2.33,0.575,27.93,38,57.9,1.6
autoresearch_daily_combos/tp05_s123,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,10.7,51.02,1.391,27.2,59,57.6,1.5
autoresearch_daily_combos/tp05_s123,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-0.6,-1.81,0.515,23.93,77,58.4,1.6
autoresearch_daily_combos/tp05_s123,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-3.77,-7.51,0.452,44.78,116,54.3,1.6
autoresearch_daily_combos/tp05_s2024,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,28.35,1984.16,9.872,11.35,13,69.2,2.3
autoresearch_daily_combos/tp05_s2024,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,18.41,179.52,2.534,20.13,25,56.0,2.4
autoresearch_daily_combos/tp05_s2024,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,34.67,234.39,3.079,22.15,43,62.8,2.1
autoresearch_daily_combos/tp05_s2024,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,8.55,28.34,1.046,33.92,63,58.7,1.9
autoresearch_daily_combos/tp05_s2024,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-30.22,-51.8,-0.487,63.8,109,53.2,1.7
autoresearch_daily_combos/tp05_s7,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-1.07,-12.3,0.293,19.15,19,57.9,1.6
autoresearch_daily_combos/tp05_s7,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-14.64,-61.82,-0.918,30.99,35,48.6,1.7
autoresearch_daily_combos/tp05_s7,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,14.55,73.46,1.569,32.08,56,51.8,1.6
autoresearch_daily_combos/tp05_s7,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-40.0,-78.85,-2.139,42.72,75,48.0,1.6
autoresearch_daily_combos/tp05_s7,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-47.68,-73.12,-1.753,54.69,109,45.0,1.7
autoresearch_daily_combos/tp05_smooth,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-18.89,-92.17,-3.506,26.18,23,60.9,1.3
autoresearch_daily_combos/tp05_smooth,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-20.55,-75.33,-1.618,41.64,40,52.5,1.5
autoresearch_daily_combos/tp05_smooth,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-13.65,-44.86,-0.587,40.12,62,53.2,1.5
autoresearch_daily_combos/tp05_smooth,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-29.79,-65.9,-1.426,36.76,79,55.7,1.5
autoresearch_daily_combos/tp05_smooth,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-64.63,-87.84,-2.602,67.59,125,48.8,1.4
autoresearch_daily_combos/tp05_wd005,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-11.11,-76.14,-1.683,23.58,14,50.0,2.1
autoresearch_daily_combos/tp05_wd005,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,4.1,27.71,1.084,25.05,31,51.6,1.9
autoresearch_daily_combos/tp05_wd005,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-2.17,-8.51,0.355,28.47,51,47.1,1.8
autoresearch_daily_combos/tp05_wd005,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-19.13,-47.57,-0.813,32.21,67,46.3,1.8
autoresearch_daily_combos/tp05_wd005,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-15.09,-28.23,-0.106,36.99,106,49.1,1.7
autoresearch_daily_combos/tp05_wd01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-4.89,-45.67,-0.767,20.77,16,50.0,1.9
autoresearch_daily_combos/tp05_wd01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,0.99,6.17,0.758,22.39,31,51.6,1.9
autoresearch_daily_combos/tp05_wd01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,2.05,8.56,0.745,37.54,57,49.1,1.6
autoresearch_daily_combos/tp05_wd01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,0.01,0.02,0.545,46.44,74,51.4,1.6
autoresearch_daily_combos/tp05_wd01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-54.83,-80.04,-1.824,75.87,105,48.6,1.7
autoresearch_daily_combos/tp06_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,22.43,1072.91,7.556,11.54,3,100.0,10.0
autoresearch_daily_combos/tp06_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,30.96,415.96,3.55,21.76,13,76.9,4.6
autoresearch_daily_combos/tp06_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,36.13,249.35,3.145,21.89,28,60.7,3.2
autoresearch_daily_combos/tp06_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,49.47,239.54,3.218,23.11,43,60.5,2.8
autoresearch_daily_combos/tp06_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-0.87,-1.77,0.571,32.85,66,54.5,2.7
autoresearch_daily_combos/tp08_cos_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,9.43,199.31,3.29,11.54,7,57.1,4.3
autoresearch_daily_combos/tp08_cos_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,3.03,19.88,0.977,25.02,19,57.9,3.2
autoresearch_daily_combos/tp08_cos_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-17.88,-55.02,-0.895,30.9,24,50.0,3.8
autoresearch_daily_combos/tp08_cos_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-36.53,-74.91,-2.018,43.08,37,45.9,3.2
autoresearch_daily_combos/tp08_cos_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-44.15,-69.31,-1.164,57.43,51,51.0,3.5
autoresearch_daily_combos/tp08_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,12.07,300.0,4.136,11.54,5,80.0,6.0
autoresearch_daily_combos/tp08_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-0.52,-3.13,0.634,25.02,16,68.8,3.8
autoresearch_daily_combos/tp08_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-10.57,-36.43,-0.271,25.02,26,57.7,3.5
autoresearch_daily_combos/tp08_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-15.82,-40.77,-0.476,29.99,35,54.3,3.4
autoresearch_daily_combos/tp08_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-36.99,-60.8,-1.118,49.35,62,51.6,2.9
autoresearch_daily_combos/tp08_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-6.34,-54.93,-0.761,26.02,16,62.5,1.9
autoresearch_daily_combos/tp08_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,13.33,114.1,2.068,25.33,30,60.0,2.0
autoresearch_daily_combos/tp08_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,22.18,125.37,2.457,25.24,48,56.2,1.9
autoresearch_daily_combos/tp08_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-20.94,-51.07,-0.824,33.02,67,47.8,1.8
autoresearch_daily_combos/tp08_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-43.55,-68.64,-1.129,55.07,105,47.6,1.7
autoresearch_daily_combos/tp10_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-1.2,-13.62,0.263,16.68,6,50.0,5.0
autoresearch_daily_combos/tp10_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-11.23,-51.54,-0.506,32.57,14,57.1,4.3
autoresearch_daily_combos/tp10_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-14.19,-46.24,-0.621,29.48,26,53.8,3.5
autoresearch_daily_combos/tp10_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-13.19,-34.96,-0.317,29.34,29,51.7,4.1
autoresearch_daily_combos/tp10_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-32.69,-55.19,-0.894,41.54,39,53.8,4.6
autoresearch_daily_combos/tp_03,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-2.22,-23.86,-0.14,19.23,20,55.0,1.5
autoresearch_daily_combos/tp_03,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-3.78,-20.91,0.176,25.83,40,50.0,1.5
autoresearch_daily_combos/tp_03,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-2.46,-9.61,0.233,31.17,60,53.3,1.5
autoresearch_daily_combos/tp_03,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-26.42,-60.67,-1.275,35.61,89,48.3,1.3
autoresearch_daily_combos/tp_03,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-38.41,-62.57,-0.942,47.23,131,50.4,1.4
autoresearch_daily_combos/tp_04,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,0.57,7.2,0.679,24.32,20,60.0,1.5
autoresearch_daily_combos/tp_04,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-15.18,-63.28,-0.925,34.24,37,56.8,1.6
autoresearch_daily_combos/tp_04,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-4.79,-18.06,0.143,37.1,59,55.9,1.5
autoresearch_daily_combos/tp_04,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-50.22,-88.02,-3.015,54.43,81,49.4,1.5
autoresearch_daily_combos/tp_04,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-63.61,-87.12,-2.463,69.05,118,50.0,1.5
autoresearch_daily_combos/tp_06,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-3.89,-38.26,-0.259,23.04,17,58.8,1.8
autoresearch_daily_combos/tp_06,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,20.67,213.61,2.478,23.39,34,64.7,1.8
autoresearch_daily_combos/tp_06,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,23.32,134.0,2.151,28.24,52,63.5,1.7
autoresearch_daily_combos/tp_06,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-25.08,-58.46,-1.033,36.95,76,55.3,1.6
autoresearch_daily_combos/tp_06,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,8.82,18.69,0.911,36.68,113,56.6,1.6
autoresearch_daily_combos/tp_08,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,6.79,122.37,1.884,22.03,21,52.4,1.4
autoresearch_daily_combos/tp_08,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,2.08,13.36,0.836,23.52,38,50.0,1.6
autoresearch_daily_combos/tp_08,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,21.04,116.92,2.223,23.68,58,53.4,1.6
autoresearch_daily_combos/tp_08,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-37.21,-75.72,-2.09,53.46,75,46.7,1.6
autoresearch_daily_combos/tp_08,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-55.29,-80.45,-1.807,72.12,111,49.5,1.6
autoresearch_daily_combos/tp_10,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-2.02,-22.02,0.029,23.02,16,62.5,1.9
autoresearch_daily_combos/tp_10,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,75.0,2909.14,8.575,18.47,25,64.0,2.4
autoresearch_daily_combos/tp_10,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,85.47,1124.58,7.271,18.47,47,59.6,1.9
autoresearch_daily_combos/tp_10,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,32.59,135.85,2.341,36.64,72,56.9,1.7
autoresearch_daily_combos/tp_10,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,35.73,85.8,1.809,38.71,92,55.4,2.0
autoresearch_daily_combos/tp_15,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-12.99,-81.6,-2.157,26.66,11,54.5,2.7
autoresearch_daily_combos/tp_15,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,42.09,747.56,4.536,15.09,20,70.0,3.0
autoresearch_daily_combos/tp_15,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,42.51,320.7,3.775,27.05,31,64.5,2.9
autoresearch_daily_combos/tp_15,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-3.23,-9.5,0.372,32.23,48,54.2,2.5
autoresearch_daily_combos/tp_15,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,3.52,7.27,0.711,29.38,65,60.0,2.8
autoresearch_daily_combos/tp_20,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,14.32,409.26,4.927,11.54,3,100.0,10.0
autoresearch_daily_combos/tp_20,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,21.29,223.5,2.702,15.08,15,53.3,4.0
autoresearch_daily_combos/tp_20,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,46.62,372.06,3.786,15.82,24,70.8,3.8
autoresearch_daily_combos/tp_20,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,38.21,167.58,2.528,15.82,29,69.0,4.1
autoresearch_daily_combos/tp_20,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,103.74,323.37,3.568,21.22,40,70.0,4.5
autoresearch_daily_v2/baseline_anneal_lr,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-4.7,-44.32,-0.756,17.83,20,45.0,1.5
autoresearch_daily_v2/baseline_anneal_lr,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,0.15,0.89,0.673,16.05,37,48.6,1.6
autoresearch_daily_v2/baseline_anneal_lr,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-2.95,-11.42,0.316,27.2,62,45.2,1.5
autoresearch_daily_v2/baseline_anneal_lr,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,7.9,26.01,1.036,26.23,85,49.4,1.4
autoresearch_daily_v2/baseline_anneal_lr,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,9.2,19.55,0.88,31.37,128,51.6,1.4
autoresearch_fdusd_daily/baseline_anneal_lr,BTCUSD+ETHUSD+SOLUSD,30,4.48,70.54,1.548,21.06,22,54.5,1.4
autoresearch_fdusd_daily/baseline_anneal_lr,BTCUSD+ETHUSD+SOLUSD,60,-21.58,-77.2,-1.634,46.61,43,51.2,1.4
autoresearch_fdusd_daily/baseline_anneal_lr,BTCUSD+ETHUSD+SOLUSD,90,-22.39,-64.23,-1.344,42.93,65,52.3,1.4
autoresearch_fdusd_daily/baseline_anneal_lr,BTCUSD+ETHUSD+SOLUSD,120,-31.74,-68.69,-1.628,55.37,82,52.4,1.5
autoresearch_fdusd_daily/baseline_anneal_lr,BTCUSD+ETHUSD+SOLUSD,180,-64.33,-87.63,-3.087,74.43,128,46.1,1.4
autoresearch_fdusd_daily/clip_anneal,BTCUSD+ETHUSD+SOLUSD,30,-15.44,-86.99,-3.161,25.89,15,40.0,2.0
autoresearch_fdusd_daily/clip_anneal,BTCUSD+ETHUSD+SOLUSD,60,-44.53,-97.23,-4.491,49.21,31,38.7,1.9
autoresearch_fdusd_daily/clip_anneal,BTCUSD+ETHUSD+SOLUSD,90,-30.47,-77.09,-2.202,41.5,59,44.1,1.5
autoresearch_fdusd_daily/clip_anneal,BTCUSD+ETHUSD+SOLUSD,120,-43.5,-82.38,-2.8,51.94,87,43.7,1.4
autoresearch_fdusd_daily/clip_anneal,BTCUSD+ETHUSD+SOLUSD,180,-73.49,-93.23,-4.189,77.86,114,41.2,1.6
autoresearch_fdusd_daily/clip_vloss,BTCUSD+ETHUSD+SOLUSD,30,-3.46,-34.83,-0.24,24.76,18,44.4,1.7
autoresearch_fdusd_daily/clip_vloss,BTCUSD+ETHUSD+SOLUSD,60,-27.1,-85.38,-2.133,43.76,32,53.1,1.9
autoresearch_fdusd_daily/clip_vloss,BTCUSD+ETHUSD+SOLUSD,90,-40.57,-87.88,-2.99,50.2,51,47.1,1.8
autoresearch_fdusd_daily/clip_vloss,BTCUSD+ETHUSD+SOLUSD,120,-58.03,-92.87,-3.882,65.1,69,39.1,1.7
autoresearch_fdusd_daily/clip_vloss,BTCUSD+ETHUSD+SOLUSD,180,-77.2,-95.01,-4.31,82.35,101,37.6,1.8
autoresearch_fdusd_daily/cosine_lr,BTCUSD+ETHUSD+SOLUSD,30,-5.0,-46.41,-0.629,28.83,11,36.4,2.7
autoresearch_fdusd_daily/cosine_lr,BTCUSD+ETHUSD+SOLUSD,60,-20.39,-75.03,-1.407,38.41,32,46.9,1.9
autoresearch_fdusd_daily/cosine_lr,BTCUSD+ETHUSD+SOLUSD,90,-29.93,-76.36,-1.894,45.65,57,45.6,1.6
autoresearch_fdusd_daily/cosine_lr,BTCUSD+ETHUSD+SOLUSD,120,-63.18,-95.21,-4.523,68.0,75,37.3,1.6
autoresearch_fdusd_daily/cosine_lr,BTCUSD+ETHUSD+SOLUSD,180,-75.82,-94.38,-4.039,79.41,98,42.9,1.8
autoresearch_fdusd_daily/downside_pen,BTCUSD+ETHUSD+SOLUSD,30,1.85,25.01,0.921,17.35,18,55.6,1.7
autoresearch_fdusd_daily/downside_pen,BTCUSD+ETHUSD+SOLUSD,60,-23.95,-81.1,-1.84,45.0,39,59.0,1.5
autoresearch_fdusd_daily/downside_pen,BTCUSD+ETHUSD+SOLUSD,90,-48.88,-93.42,-3.835,60.4,60,48.3,1.5
autoresearch_fdusd_daily/downside_pen,BTCUSD+ETHUSD+SOLUSD,120,-63.27,-95.25,-4.503,69.54,79,44.3,1.5
autoresearch_fdusd_daily/downside_pen,BTCUSD+ETHUSD+SOLUSD,180,-75.7,-94.32,-4.134,80.88,110,43.6,1.6
autoresearch_fdusd_daily/ent_001,BTCUSD+ETHUSD+SOLUSD,30,-4.39,-42.06,-0.444,19.34,10,50.0,3.0
autoresearch_fdusd_daily/ent_001,BTCUSD+ETHUSD+SOLUSD,60,-7.43,-37.46,-0.085,34.9,34,64.7,1.8
autoresearch_fdusd_daily/ent_001,BTCUSD+ETHUSD+SOLUSD,90,-31.71,-78.71,-2.209,48.23,51,47.1,1.8
autoresearch_fdusd_daily/ent_001,BTCUSD+ETHUSD+SOLUSD,120,-40.78,-79.68,-2.328,50.03,73,45.2,1.6
autoresearch_fdusd_daily/ent_001,BTCUSD+ETHUSD+SOLUSD,180,-47.72,-73.16,-1.749,64.36,103,47.6,1.7
autoresearch_fdusd_daily/ent_01,BTCUSD+ETHUSD+SOLUSD,30,-5.53,-49.97,-0.832,20.21,23,52.2,1.3
autoresearch_fdusd_daily/ent_01,BTCUSD+ETHUSD+SOLUSD,60,-50.12,-98.55,-5.188,54.18,43,46.5,1.4
autoresearch_fdusd_daily/ent_01,BTCUSD+ETHUSD+SOLUSD,90,-60.66,-97.73,-5.427,64.97,69,42.0,1.3
autoresearch_fdusd_daily/ent_01,BTCUSD+ETHUSD+SOLUSD,120,-68.97,-97.15,-5.348,71.5,95,38.9,1.3
autoresearch_fdusd_daily/ent_01,BTCUSD+ETHUSD+SOLUSD,180,-75.07,-94.02,-4.3,79.17,122,41.8,1.5
autoresearch_fdusd_daily/ent_anneal,BTCUSD+ETHUSD+SOLUSD,30,-9.08,-68.61,-1.584,23.52,18,50.0,1.7
autoresearch_fdusd_daily/ent_anneal,BTCUSD+ETHUSD+SOLUSD,60,-43.32,-96.84,-4.344,46.59,36,38.9,1.7
autoresearch_fdusd_daily/ent_anneal,BTCUSD+ETHUSD+SOLUSD,90,-53.08,-95.35,-4.614,54.69,57,35.1,1.6
autoresearch_fdusd_daily/ent_anneal,BTCUSD+ETHUSD+SOLUSD,120,-67.88,-96.84,-5.305,68.98,81,33.3,1.5
autoresearch_fdusd_daily/ent_anneal,BTCUSD+ETHUSD+SOLUSD,180,-78.28,-95.48,-4.712,81.36,133,36.1,1.4
autoresearch_fdusd_daily/envs_256,BTCUSD+ETHUSD+SOLUSD,30,-3.89,-38.26,-0.39,22.82,20,60.0,1.5
autoresearch_fdusd_daily/envs_256,BTCUSD+ETHUSD+SOLUSD,60,-50.21,-98.56,-5.392,54.56,35,42.9,1.7
autoresearch_fdusd_daily/envs_256,BTCUSD+ETHUSD+SOLUSD,90,-54.84,-96.02,-4.779,59.35,57,42.1,1.6
autoresearch_fdusd_daily/envs_256,BTCUSD+ETHUSD+SOLUSD,120,-63.21,-95.22,-4.721,66.36,79,38.0,1.5
autoresearch_fdusd_daily/envs_256,BTCUSD+ETHUSD+SOLUSD,180,-68.83,-90.59,-3.647,75.43,115,39.1,1.6
autoresearch_fdusd_daily/ep_360h,BTCUSD+ETHUSD+SOLUSD,30,2.0,27.28,0.988,20.1,15,53.3,2.0
autoresearch_fdusd_daily/ep_360h,BTCUSD+ETHUSD+SOLUSD,60,-35.48,-93.04,-3.173,49.97,34,52.9,1.8
autoresearch_fdusd_daily/ep_360h,BTCUSD+ETHUSD+SOLUSD,90,-48.71,-93.33,-3.969,56.49,58,50.0,1.6
autoresearch_fdusd_daily/ep_360h,BTCUSD+ETHUSD+SOLUSD,120,-54.83,-91.08,-3.705,60.73,81,45.7,1.5
autoresearch_fdusd_daily/ep_360h,BTCUSD+ETHUSD+SOLUSD,180,-79.19,-95.86,-4.721,82.22,111,40.5,1.6
autoresearch_fdusd_daily/fee_2x,BTCUSD+ETHUSD+SOLUSD,30,-8.03,-63.89,-1.374,23.09,17,52.9,1.8
autoresearch_fdusd_daily/fee_2x,BTCUSD+ETHUSD+SOLUSD,60,-22.19,-78.27,-1.695,34.0,34,52.9,1.8
autoresearch_fdusd_daily/fee_2x,BTCUSD+ETHUSD+SOLUSD,90,-30.84,-77.59,-2.045,44.52,56,48.2,1.6
autoresearch_fdusd_daily/fee_2x,BTCUSD+ETHUSD+SOLUSD,120,-55.0,-91.19,-3.561,59.81,80,42.5,1.5
autoresearch_fdusd_daily/fee_2x,BTCUSD+ETHUSD+SOLUSD,180,-73.31,-93.13,-3.889,77.44,117,43.6,1.5
autoresearch_fdusd_daily/gamma_999,BTCUSD+ETHUSD+SOLUSD,30,-13.98,-84.0,-2.676,29.54,12,50.0,2.5
autoresearch_fdusd_daily/gamma_999,BTCUSD+ETHUSD+SOLUSD,60,-39.2,-95.15,-3.567,49.45,33,48.5,1.8
autoresearch_fdusd_daily/gamma_999,BTCUSD+ETHUSD+SOLUSD,90,-34.07,-81.54,-2.279,44.13,56,46.4,1.6
autoresearch_fdusd_daily/gamma_999,BTCUSD+ETHUSD+SOLUSD,120,-64.31,-95.64,-4.717,67.98,79,38.0,1.5
autoresearch_fdusd_daily/gamma_999,BTCUSD+ETHUSD+SOLUSD,180,-81.82,-96.85,-5.156,84.46,111,38.7,1.6
